iter	MultiClass
211	0.7328802488
212	0.7313297619
213	0.7299669723
214	0.7294689675
215	0.7281665217
216	0.7277022528
217	0.7271806293
218	0.7260237656
219	0.7242651004
220	0.7236187784
221	0.7217109744
222	0.720656132
223	0.7202382697
224	0.7193746998
225	0.7183390306
226	0.7180210738
227	0.7170037425
228	0.7160217892
229	0.7149527121
230	0.7138529551
231	0.7126019967
232	0.7115441328
233	0.7099316009
234	0.7090003657
235	0.7079041711
236	0.7069352186
237	0.7059539876
238	0.7051630769
239	0.7034821429
240	0.7021761884
241	0.7013921739
242	0.7005673076
243	0.6996031882
244	0.6986379339
245	0.6971413446
246	0.6959393153
247	0.6942687484
248	0.6934321944
249	0.6927202392
250	0.6917668991
251	0.6906872156
252	0.6896744005
253	0.6881651675
254	0.6873421867
255	0.6858025546
256	0.6842839766
257	0.6835549498
258	0.6826250965
259	0.6813581039
260	0.6800934254
261	0.6788392123
262	0.6782629239
263	0.677702414
264	0.6768317216
265	0.6753460166
266	0.6743291592
267	0.6726291057
268	0.6714696086
269	0.6697225528
270	0.6685087186
271	0.6672474406
272	0.6662965968
273	0.6656206774
274	0.6647183581
275	0.6641428518
276	0.6628298683
277	0.6621865007
278	0.6614403485
279	0.6606041739
280	0.6597045372
281	0.6587940119
282	0.6578197792
283	0.6571290234
284	0.656415757
285	0.6556886178
286	0.6542047391
287	0.6531502144
288	0.6523575627
289	0.6505529813
290	0.6499611828
291	0.6490856778
292	0.6483663231
293	0.6470464724
294	0.6459284846
295	0.6455160766
296	0.645011211
297	0.6438715501
298	0.642484244
299	0.641512233
300	0.640981509
301	0.6403431799
302	0.6393414689
303	0.6384861155
304	0.6377412089
305	0.6370847784
306	0.635846344
307	0.634707789
308	0.6337825172
309	0.6325832455
310	0.6317665725
311	0.6305932016
312	0.6295367685
313	0.6288174144
314	0.6278375696
315	0.6265030921
316	0.6248416769
317	0.6240011581
318	0.6226770108
319	0.6211461838
320	0.6200877362
321	0.6190427052
322	0.6181885309
323	0.6174151225
324	0.6169499794
325	0.616428732
326	0.6156006768
327	0.614842252
328	0.6132874243
329	0.6121084795
330	0.611158538
331	0.6106544987
332	0.6102324217
333	0.6091272473
334	0.607724293
335	0.6068947976
336	0.6063567177
337	0.6059312162
338	0.605279843
339	0.6046315349
340	0.603594775
341	0.6027176343
342	0.6014013961
343	0.6002185089
344	0.5993103595
345	0.598578655
346	0.5972396626
347	0.596667731
348	0.5957468591
349	0.5946983958
350	0.5943065992
351	0.5937526174
352	0.5924545303
353	0.5921000788
354	0.5911191174
355	0.5898789369
356	0.5892388931
357	0.5887052431
358	0.5881948311
359	0.5870538581
360	0.5859888897
361	0.5852760585
362	0.5848909757
363	0.5841330323
364	0.5833755959
365	0.5822539098
366	0.5817102902
367	0.5809270272
368	0.5800927231
369	0.5793993732
370	0.5784239484
371	0.5773603868
372	0.5765622602
373	0.57624549
374	0.5755411506
375	0.57391909
376	0.5725710416
377	0.5715263255
378	0.5710416579
379	0.5700855388
380	0.569377133
381	0.5687446252
382	0.5681484793
383	0.5675761416
384	0.5669783637
385	0.5662047559
386	0.5651794539
387	0.5643547411
388	0.5635188241
389	0.5628590619
390	0.5617226754
391	0.560190832
392	0.5595625044
393	0.5590426648
394	0.5581243525
395	0.5568300263
396	0.5562393027
397	0.5557811041
398	0.5555440881
399	0.5547335684
400	0.553662389
401	0.5529012942
402	0.5517638019
403	0.5509389575
404	0.5506370326
405	0.5501899363
406	0.5489514359
407	0.5485048178
408	0.5471528954
409	0.5469509421
410	0.5463687406
411	0.5457738158
412	0.5452496204
413	0.544538377
414	0.5440736674
415	0.5435511234
416	0.5431067956
417	0.5422947285
418	0.5419826443
419	0.5415857278
420	0.5409822116
421	0.54008803
422	0.5397147049
423	0.5390237627
424	0.5385547425
425	0.5379946405
426	0.5376650628
427	0.5367621886
428	0.535475713
429	0.5349436212
430	0.5341132652
431	0.5337574779
432	0.5331367271
433	0.5323427735
434	0.5316476847
435	0.5308072157
436	0.5304386553
437	0.529795811
438	0.5291749108
439	0.5286657567
440	0.5281235859
441	0.5271175092
442	0.5266141955
443	0.5251189196
444	0.5248819091
445	0.5242132028
446	0.523665191
447	0.5230280618
448	0.5219375434
449	0.5215252083
450	0.521212479
451	0.5207154989
452	0.5204100948
453	0.5201345769
454	0.5194625506
455	0.5190219422
456	0.5179841696
457	0.5174380428
458	0.516558066
459	0.5154728531
460	0.5150403083
461	0.514699186
462	0.5137224345
463	0.5133340008
464	0.5126694994
465	0.5118531961
466	0.5104676181
467	0.5103089877
468	0.5089947811
469	0.5084660816
470	0.5080173761
471	0.5071379961
472	0.5067996219
473	0.5060935279
474	0.5055820922
475	0.5050294413
476	0.5045240898
477	0.5037623195
478	0.5034023335
479	0.5025898013
480	0.5019072328
481	0.5011954633
482	0.5006519001
483	0.5000664783
484	0.499285962
485	0.4988384913
486	0.4982306032
487	0.4978525803
488	0.4972209565
489	0.4965789392
490	0.4957871535
491	0.4953514709
492	0.4947500707
493	0.4940377983
494	0.4932987856
495	0.4926506915
496	0.4921187464
497	0.4911918405
498	0.4901642201
499	0.4896838031
500	0.4893826979
501	0.4888141764
502	0.4878279207
503	0.487048611
504	0.4864551212
505	0.4854123387
506	0.4850353792
507	0.4847911426
508	0.4842930702
509	0.4839704447
510	0.4832040677
511	0.4825529016
512	0.4823109522
513	0.4814032822
514	0.4809103916
515	0.4804678851
516	0.4799563472
517	0.4790534574
518	0.4787843536
519	0.478141733
520	0.4776204739
521	0.4770524444
522	0.476408513
523	0.4753027058
524	0.4747819397
525	0.473962683
526	0.4734400738
527	0.4729840191
528	0.4725352681
529	0.4718213701
530	0.4715023442
531	0.4708133839
532	0.4698236631
533	0.4690707883
534	0.4682402671
535	0.4678032657
536	0.4673095393
537	0.4668302322
538	0.4657564407
539	0.4654157042
540	0.4646143811
541	0.4639464273
542	0.4634159982
543	0.4631454621
544	0.462192855
545	0.4618872774
546	0.4612094191
547	0.4603539641
548	0.4597729836
549	0.4592829027
550	0.4587033415
551	0.4584196391
552	0.4578601195
553	0.4575252556
554	0.4563422479
555	0.4560894867
556	0.455766603
557	0.4553505254
558	0.4545580629
559	0.4539622066
560	0.4537449166
561	0.4527491381
562	0.4520670927
563	0.4516654442
564	0.4511868966
565	0.4507956994
566	0.4500235373
567	0.449631633
568	0.44867289
569	0.4481998569
570	0.4476391325
571	0.4472818023
572	0.4469972005
573	0.446672454
574	0.4462622856
575	0.4459627567
576	0.4456862747
577	0.4449953076
578	0.4446482862
579	0.4443099167
580	0.4440158496
581	0.4431640406
582	0.442575641
583	0.4421834481
584	0.4413353467
585	0.4408291227
586	0.4405199331
587	0.4402947333
588	0.4398873833
589	0.4394062375
590	0.4391488715
591	0.4387800524
592	0.4381180522
593	0.4378734135
594	0.4374714126
595	0.4368536293
596	0.4364140631
597	0.4357857451
598	0.4349952007
599	0.4344314061
600	0.4341789161
601	0.4338186694
602	0.433511029
603	0.4329501507
604	0.4325235449
605	0.4321485767
606	0.431890863
607	0.4311069302
608	0.4304655545
609	0.4300319385
610	0.4295676529
611	0.4291580199
612	0.4285944881
613	0.4279609038
614	0.4276371896
615	0.4269982196
616	0.4267976791
617	0.4259011908
618	0.425607973
619	0.4248981669
620	0.4243525805
621	0.4240707386
622	0.4235586951
623	0.4229155263
624	0.4224991008
625	0.4218977337
626	0.4211246607
627	0.4203926322
628	0.4196786772
629	0.4192089455
630	0.4184971082
631	0.4183276345
632	0.4176623385
633	0.4173666388
634	0.4170612705
635	0.4163323249
636	0.4160196953
637	0.4154150803
638	0.4149187333
639	0.4144905377
640	0.4137074465
641	0.4133588832
642	0.4129682745
643	0.412421066
644	0.4116385128
645	0.411350413
646	0.4110038068
647	0.4105540394
648	0.4098910611
649	0.4093973071
650	0.4091828121
651	0.4085263965
652	0.4076982612
653	0.4073343352
654	0.4070682614
655	0.4066497829
656	0.4064790252
657	0.4062629116
658	0.4059318008
659	0.404899891
660	0.4043796121
661	0.4040410389
662	0.4036359549
663	0.4030560588
664	0.4025585777
665	0.4017875509
666	0.4011009783
667	0.4008953797
668	0.4004667174
669	0.4001513172
670	0.3996251811
671	0.3992975364
672	0.3990940153
673	0.3985837937
674	0.397451614
675	0.3970859994
676	0.3967372946
677	0.3963150109
678	0.3959351491
679	0.3954088569
680	0.394747221
681	0.3944506514
682	0.3940923383
683	0.3935539711
684	0.3932155052
685	0.3926115072
686	0.3918072327
687	0.3910939813
688	0.3906356529
689	0.3903381686
690	0.3899116557
691	0.3896235715
692	0.3888880616
693	0.3885472933
694	0.388248665
695	0.3877631659
696	0.3872720907
697	0.3869091378
698	0.3862909571
699	0.3857261781
700	0.3853094507
701	0.3849596831
702	0.3845853244
703	0.3844407433
704	0.384115472
705	0.3837278645
706	0.3833028072
707	0.3829548357
708	0.382631556
709	0.3824017165
710	0.3816424877
711	0.3809324095
712	0.3807762138
713	0.3798748349
714	0.3791886027
715	0.3789867169
716	0.3787496112
717	0.3783714745
718	0.3781539324
719	0.3774216908
720	0.3770477298
721	0.3765869932
722	0.3761595728
723	0.3756807898
724	0.3750870719
725	0.3747149999
726	0.3742827748
727	0.3738450325
728	0.3736065562
729	0.3732145836
730	0.3728295464
731	0.3723046184
732	0.3716795088
733	0.3712185864
734	0.3705315843
735	0.3700464783
736	0.369767875
737	0.36966014
738	0.3687236165
739	0.3684273059
740	0.3679483055
741	0.3677048657
742	0.3671518382
743	0.3667994458
744	0.3663513799
745	0.3661720162
746	0.3658885413
747	0.3655246872
748	0.3652354689
749	0.364708216
750	0.3643632012
751	0.3636827438
752	0.3633602921
753	0.3629335441
754	0.3625774193
755	0.3620789068
756	0.3614769553
757	0.360856792
758	0.3606517726
759	0.3601544283
760	0.3597233942
761	0.3594650224
762	0.3593099336
763	0.3588404476
764	0.3586029158
765	0.3582050428
766	0.3579553935
767	0.3573311396
768	0.3571141279
769	0.3568577184
770	0.3566683833
771	0.3560916656
772	0.3557588001
773	0.3554135816
774	0.3550798917
775	0.3546212205
776	0.3541852768
777	0.3537300348
778	0.353547423
779	0.353223907
780	0.3527724176
781	0.3523638322
782	0.3521520366
783	0.3518682129
784	0.3514237752
785	0.351019677
786	0.3507788141
787	0.3503708551
788	0.3501557429
789	0.3498499862
790	0.3495951283
791	0.3491693052
792	0.3485922619
793	0.3480605092
794	0.3479250922
795	0.3477006859
796	0.3472018395
797	0.3469062244
798	0.346685617
799	0.3462947354
800	0.3455190404
801	0.3451279755
802	0.3447438182
803	0.3442863543
804	0.34392493
805	0.3437107429
806	0.3433627881
807	0.3431926386
808	0.3428459094
809	0.3426204051
810	0.3424544032
811	0.3419236029
812	0.3411822512
813	0.3408198434
814	0.3402479786
815	0.3398467731
816	0.339632811
817	0.3394532978
818	0.3391974337
819	0.3387730671
820	0.3384033638
821	0.3377546962
822	0.3370895896
823	0.3367359944
824	0.3364576051
825	0.3361119285
826	0.3357391146
827	0.3354712623
828	0.3352590612
829	0.3348588586
830	0.3346351336
831	0.3342518233
832	0.3340033184
833	0.3335897159
834	0.3333605587
835	0.3330638952
836	0.3327290525
837	0.3325740517
838	0.3320130252
839	0.3318863607
840	0.3317284178
841	0.3313196887
842	0.3309797172
843	0.3304411068
844	0.3300692665
845	0.3293954964
846	0.3290730911
847	0.3287072653
848	0.3284396011
849	0.3279257278
850	0.3273416896
851	0.32714384
852	0.3268879412
853	0.3264351074
854	0.3259492437
855	0.3257065494
856	0.325516795
857	0.3250304466
858	0.3248303427
859	0.32454654
860	0.3242810847
861	0.323768358
862	0.3235375399
863	0.3232529089
864	0.3229829405
865	0.3227973836
866	0.3225306836
867	0.3221437416
868	0.321717781
869	0.3213512012
870	0.3209792142
871	0.3208252284
872	0.3204587003
873	0.3201693393
874	0.3199868905
875	0.3197093743
876	0.3194065962
877	0.3192591272
878	0.3187901122
879	0.31837873
880	0.318115386
881	0.3177162966
882	0.3173278916
883	0.3171184854
884	0.3169679752
885	0.3166254098
886	0.3164455811
887	0.3159365737
888	0.3156814318
889	0.3153315755
890	0.3150743381
891	0.3147453738
892	0.3145191385
893	0.3142471724
894	0.3138454787
895	0.3134026982
896	0.3128141497
897	0.3125274165
898	0.3121979494
899	0.3118456714
900	0.3116643902
901	0.311226346
902	0.3107444896
903	0.3105472217
904	0.3102154571
905	0.3101057633
906	0.3098145098
907	0.3093119156
908	0.309057011
909	0.3086698897
910	0.3084632226
911	0.3081285549
912	0.3077735667
913	0.3074094524
914	0.3071429134
915	0.3069909798
916	0.3067394871
917	0.3063988975
918	0.3062399112
919	0.3060870304
920	0.3056515883
921	0.3055325216
922	0.3051049447
923	0.3049476404
924	0.3047076253
925	0.3042898647
926	0.3039962998
927	0.3036588564
928	0.3034516749
929	0.3032798794
930	0.3027560198
931	0.3026136007
932	0.3020283319
933	0.3017362369
934	0.3016168631
935	0.301122486
936	0.3006819831
937	0.3004098378
938	0.3000070224
939	0.2997488645
940	0.2994323242
941	0.2991253574
942	0.2986784577
943	0.2985160391
944	0.2982987407
945	0.2980821632
946	0.2977996382
947	0.2976309633
948	0.2972169402
949	0.2969260584
950	0.2966718572
951	0.29643077
952	0.2962989405
953	0.2960666427
954	0.295810473
955	0.2955465325
956	0.2951799781
957	0.2950179099
958	0.2946116288
959	0.2942486652
960	0.2938315933
961	0.2935610816
962	0.2930779311
963	0.2928758366
964	0.2923933115
965	0.292111242
966	0.2917337102
967	0.2912076247
968	0.2909188832
969	0.290587285
970	0.2900884762
971	0.2896979561
972	0.2895153594
973	0.2890877904
974	0.2888983467
975	0.2884445296
976	0.2882536076
977	0.288046914
978	0.2876559851
979	0.2874033337
980	0.2872070384
981	0.2868140061
982	0.2864297416
983	0.286140899
984	0.2859963546
985	0.2856930314
986	0.2853164734
987	0.2852061558
988	0.2851148842
989	0.2849537145
990	0.2846763806
991	0.2844116561
992	0.2842056349
993	0.2838893039
994	0.2836581747
995	0.283323836
996	0.2831173564
997	0.2827171035
998	0.282443797
999	0.2821036697
